textID,original,sentiment,prefix,completion,combined,cosine_sim
c0b7788e74,my monday running so fast!,neutral,<sentiment: neutral>my monday running, with my girls,<sentiment: neutral>my monday running with my girls,0.13798177242279053
15c531b290,playing at my old school playground still the same except them lame **** got rid of the tire swing,negative,<sentiment: negative>playing at my old school playground still the same, but i`m not the same person anymore,<sentiment: negative>playing at my old school playground still the same but i`m not the same person anymore,0.1786404550075531
23efa13d7c,happy mommah`s day to your moms  http://plurk.com/p/stqya,positive,<sentiment: positive>happy mommah`s day to your moms , and to all the moms out there!,<sentiment: positive>happy mommah`s day to your moms  and to all the moms out there!,0.4496140778064728
c44b286776,_Cal Work or...(hehe mind in the gutter)! I`m sittin here doin this student loan thing.,neutral,<sentiment: neutral>_Cal Work or...(hehe mind in the gutter)! I, have a feeling that I`m going to be in the gutter,<sentiment: neutral>_Cal Work or...(hehe mind in the gutter)! I have a feeling that I`m going to be in the gutter,0.37884265184402466
29ed43caca," Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x",positive,<sentiment: positive>Lol - I could have written that - would be good to, see you on the 3rd June - I will be there,<sentiment: positive>Lol - I could have written that - would be good to see you on the 3rd June - I will be there,0.024985410273075104
6693f9c143, you`re surrounded by them! I have no official nieces/nephews yet,neutral,<sentiment: neutral>you`re surrounded by them! I, think you`re in a bubble of them,<sentiment: neutral>you`re surrounded by them! I think you`re in a bubble of them,0.2969360053539276
94e0c7c638, Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket,positive,<sentiment: positive>Cant wait for DTE in Michigan this summer you guys, are the best!  I love you guys so much!,<sentiment: positive>Cant wait for DTE in Michigan this summer you guys are the best!  I love you guys so much!,0.17967991530895233
6114b48cb9, nope i have a fifth generation ipod classic  it likes to be dumb,negative,<sentiment: negative>nope i have a fifth generation ip,od touch  and it wont work on mine,<sentiment: negative>nope i have a fifth generation ipod touch  and it wont work on mine,0.12113752216100693
32463a2751, meetings are overrated.,negative,<sentiment: negative>meetings are, so boring!,<sentiment: negative>meetings are so boring!,0.12358389794826508
65ed990460, I love the smell of procrastination in the morning... oder so.,positive,<sentiment: positive>I love the smell of procrastination, in the morning!  #fb,<sentiment: positive>I love the smell of procrastination in the morning!  #fb,0.2374160885810852
505f50a90d, I considered being a nurse when I was younger but I really don`t think I could cope if a baby died,negative,<sentiment: negative>I considered being a nurse when I was younger but I, couldn`t stand the thought of being sick all the time,<sentiment: negative>I considered being a nurse when I was younger but I couldn`t stand the thought of being sick all the time,0.2865077555179596
481e268403, I know.  I am definitely going to try and see Up this weekend.,positive,<sentiment: positive>I know.  I am definitely going, to be there.  See you there!,<sentiment: positive>I know.  I am definitely going to be there.  See you there!,0.1921900510787964
5ce968f9be, Nice!!!!!!!! I WILL be there,positive,<sentiment: positive>Nice!!!!!!!! I, love the new pic,<sentiment: positive>Nice!!!!!!!! I love the new pic,0.172194242477417
52ad93b3fe,Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,negative,<sentiment: negative>Oh No!!!! I must be gettin old!!!!,  I can`t remember my password to my twitter account,<sentiment: negative>Oh No!!!! I must be gettin old!!!!  I can`t remember my password to my twitter account,0.10851835459470749
e892068fd3," lol that just totally made me laugh, which made my day",positive,<sentiment: positive>lol that just totally made me, laugh  thanks for sharing!,<sentiment: positive>lol that just totally made me laugh  thanks for sharing!,0.13966280221939087
226adfd977,tonight was fun,positive,<sentiment: positive>ton,ights gonna be fun,<sentiment: positive>tonights gonna be fun,0.07418853044509888
47f11efc72, this creepy guy when I was walking the dog  I`ve had my fill of creepers for the day,neutral,<sentiment: neutral>this creepy guy when I was walking the dog  I, wasn`t even wearing my ipod or talking on my phone,<sentiment: neutral>this creepy guy when I was walking the dog  I wasn`t even wearing my ipod or talking on my phone,0.19114919006824493
d7b1ac80c4,Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol,positive,<sentiment: positive>Good morning!  Just took the longest shower ive ever taken in my, life.  I think im going to go get some breakfast now.,<sentiment: positive>Good morning!  Just took the longest shower ive ever taken in my life.  I think im going to go get some breakfast now.,0.4024287462234497
401cc22f49,is on facebook,neutral,<sentiment: neutral>is, at work,<sentiment: neutral>is at work,0.07459266483783722
583bae2083,I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...,neutral,<sentiment: neutral>I get to drive my dad to the airport so he can fly, to the Philippines.  I`m gonna miss him for a month,<sentiment: neutral>I get to drive my dad to the airport so he can fly to the Philippines.  I`m gonna miss him for a month,0.2410871386528015
f003be5308,Franco made breakfast for Mom. Here he`s trying to cut the strawberries (only safe knife  #fb http://twitpic.com/4wsmw,neutral,<sentiment: neutral>Franco made breakfast for Mom. Here he`s trying to cut the strawberries (, he`s 3) http://twitpic.com/4w2j3,<sentiment: neutral>Franco made breakfast for Mom. Here he`s trying to cut the strawberries ( he`s 3) http://twitpic.com/4w2j3,0.1777564138174057
49ce2570e5," http://twitpic.com/4w9h2 better in person had to send u this, I feel like mouse from 'The American Tail' . Over in RI!",neutral,<sentiment: neutral>http://twitpic.com/4w9h2 better in person had to send, it to my phone so it`s a little distorted.  I`m a photographer!,<sentiment: neutral>http://twitpic.com/4w9h2 better in person had to send it to my phone so it`s a little distorted.  I`m a photographer!,0.15392740070819855
0693a85163,"Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?",negative,"<sentiment: negative>Allergies  sun is out, wearing shorts.  Stuck with my advisory", in the library.  I want to go to the beach.  Bah.,"<sentiment: negative>Allergies  sun is out, wearing shorts.  Stuck with my advisory in the library.  I want to go to the beach.  Bah.",0.10073794424533844
4b273cd32a, Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff',neutral,<sentiment: neutral>Thank you! You should know that I am both happy and sad (all at, the same time) about the fact that I am not going to be there.,<sentiment: neutral>Thank you! You should know that I am both happy and sad (all at the same time) about the fact that I am not going to be there.,0.12529416382312775
22003c0e96,"_merchant I agree, but teenage daughter will be spending my money on the movie of their concert this week.",neutral,"<sentiment: neutral>_merchant I agree, but teenage daughter will be spending"," the night with her friends, so I will be alone","<sentiment: neutral>_merchant I agree, but teenage daughter will be spending the night with her friends, so I will be alone",0.16611886024475098
0fe049b7ea,Someone out there will soon  be the lucky recipient of my 5000th Tweet. Oh wait. ****. THIS was it!,neutral,<sentiment: neutral>Someone out there will soon  be the lucky recipient of my , first ever home cooked meal. I just need to find them,<sentiment: neutral>Someone out there will soon  be the lucky recipient of my  first ever home cooked meal. I just need to find them,-0.012767301872372627
3d1184dabd,Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!,positive,<sentiment: positive>Good  morning! Just went to bed it feels and already morning...goes, to show how much sleep I got last night...lol...good morning everyone!,<sentiment: positive>Good  morning! Just went to bed it feels and already morning...goes to show how much sleep I got last night...lol...good morning everyone!,0.418386846780777
c2392d49e0, one of our governors is one of the directors of the company,neutral,<sentiment: neutral>one of our governors is one, of the followers of the president,<sentiment: neutral>one of our governors is one of the followers of the president,0.2750682830810547
a25ccabf06,no internet for a week or longer,negative,<sentiment: negative>no internet for, the last 2 days,<sentiment: negative>no internet for the last 2 days,0.04795443266630173
9b3fcf1668,Jesus Christ meadowhall could do with better air con! Too hot,negative,<sentiment: negative>Jesus Christ meadowhall could do," with some air con, its so hot","<sentiment: negative>Jesus Christ meadowhall could do with some air con, its so hot",0.05163584649562836
d7746b6b68,Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she`s getting it we can be backing dancers by next tour,neutral,<sentiment: neutral>Is listening to P!nk tunage and trying to teach my cat to dance, to it.  I think she`s not too interested in the dancing part.,<sentiment: neutral>Is listening to P!nk tunage and trying to teach my cat to dance to it.  I think she`s not too interested in the dancing part.,0.3520788550376892
86c20cf6ee, I sure she can,positive,<sentiment: positive>I, love my job,<sentiment: positive>I love my job,0.19648712873458862
393b22b6c0,"Getting ready for work and the sun is shining, plus it`s the w/e! Bgt tonight..... what am I gonna do after it`s finished?!",neutral,"<sentiment: neutral>Getting ready for work and the sun is shining, plus it`s the w",ifes bday today so I`m gonna make it a good one for her,"<sentiment: neutral>Getting ready for work and the sun is shining, plus it`s the wifes bday today so I`m gonna make it a good one for her",0.15941379964351654
3c03dc0dd0,"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist",neutral,<sentiment: neutral>this aztec mask is harder then i thought! but u kno, what? i`m gonna rock it!  #asot400,<sentiment: neutral>this aztec mask is harder then i thought! but u kno what? i`m gonna rock it!  #asot400,0.05665536969900131
25e2db9995,"Listenin to some old school new found glory. Hedro, gimi a high school band i can down load. Besides home grown....",neutral,"<sentiment: neutral>Listenin to some old school new found glory. Hedro, g","regory, and dan are all in the studio today.  <3","<sentiment: neutral>Listenin to some old school new found glory. Hedro, gregory, and dan are all in the studio today.  <3",0.2208254039287567
d17a3a37e1,"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and  just wants you to follow him. lol He dosent get to pay bills",neutral,"<sentiment: neutral>Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5",":15, and I pay em @ 8:15.  I`m last.","<sentiment: neutral>Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15, and I pay em @ 8:15.  I`m last.",0.44140881299972534
58f1b52257, i want to gooo,positive,<sentiment: positive>i want, to be happy,<sentiment: positive>i want to be happy,0.32891494035720825
32489d483d,evryone come here http://www.blogtv.com/People/GinaNicole2 were spamming so much and blogtv is glitching and it might work,negative,<sentiment: negative>evryone come here http://www.blogtv.com/People/GinaNic,ole live i`m so bored and i miss my best friend  xoxo,<sentiment: negative>evryone come here http://www.blogtv.com/People/GinaNicole live i`m so bored and i miss my best friend  xoxo,0.09685438871383667
00d907ce33,Ready for tomorrow. My mommy will get her gift for Mother`s Day. Hope she LOVES it!,positive,<sentiment: positive>Ready for tomorrow. My mommy will get her gift, from me.  Happy Mother`s Day to all mothers,<sentiment: positive>Ready for tomorrow. My mommy will get her gift from me.  Happy Mother`s Day to all mothers,0.48210203647613525
