text,sentiment
"It`s beautiful outside. The sun is shining, the birds are singing and I? I`m studying  Wish it were already vacation.",positive
Aww Holly Steel ... Dont cry,neutral
" oh, I am sorry my friend. Katie & I will do our best to keep you cheery",negative
 he already got a shot at having his own show and didn`t prove himself,neutral
 thankyooooou,positive
 sorry but I`m not impressed in the slightest b/c u don`t eat ****..more like saddened and confused,negative
"I miss my doggy,my hammy,my turtle && my fishes",neutral
in park slope brooklyn working the bust photoshoot. this is so exciting! &no more fever! but my tonsils are the size of golfballs,positive
mymaths time....if only i cud read the mind of a nerd durin the exam,negative
 Ur friend  sent me,neutral
the last song all american rejects.......... an amazing song,positive
" Good god, no. You can fit very few swear words into 140 characters",negative
"_Chip That`s right! I totally forgot. Might not be till August, though    Have a great summer!!",positive
"???ï¿½ï¿½  ???CE d grade?mock?????, ???????",neutral
" Other people have their Glasgow ones, standing and seats, for all nights.",neutral
Kimberlee Hatch!!!!!!! I miss you,positive
 small? we cant choose?,neutral
 anymore,neutral
wishing my days off were the same days that people wanted to party.,neutral
"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I`m a stapler...",positive
finally home for once after a dope **** week,positive
Off to see the Doc in a bit to get the knee checked out,neutral
" lol..well..no. I`ve had insomnia since I was 23 :-/ & since then dont sleep a lot of hours, but the ones I do are great!",negative
" SAME. its just not happening, and im going out too!. UH-OH.",negative
going camping in a coupla hours. gotta pack everything... by myself,neutral
"got in a fist fight with a old biker guy.......and how dare you even ask, yes i kicked his ****",negative
"  I am mid-detox, I won`t eat any",neutral
working weekend it looks like,neutral
"good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!",positive
time to play,neutral
"_ yeah, just knew him because of your link  HE`S COMPLETELY AMAZING AND HE SINGS PHANTOM!",positive
By newark,neutral
is up for lots of revision today and then out toniight,neutral
just woke up to a flat tire,negative
Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed,positive
 awww i missed it  twitpic?,neutral
" hey hunny bunny, what`s a weekend? is that like a day off or something?",neutral
DIVERSITY DIVERSITY DIVERSITY TODAYYYYYY!!!!!!!!!!!!!,positive
 glad to hear it`s good bank holiday weather down there to,positive
"ftsk (L) haven`t listened to them in a while. so **** pissed off my with so called `friends`, can`t wait to leave this **** school",negative
heading out to the park with the kids - hope it does not rain -looking cloudy?,neutral
" I`m searching, too. We`ll compare notes.",neutral
"Sorry if I`m unsociable I`m loading up stock in the shop, mums making me",neutral
why do I always wake up ONE minute before my alarm is scheduled to go off??,negative
 *cough* star trek *cough*,neutral
_1993 Nope not yet  Within 10 working days from Thursday. It should be in before 2 weeks Wednesday. It`ll be in before that! I hope,positive
"just woke up, and my tummy hurts  there`s always something wrong with me :S",negative
I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny,positive
 Isn`t MSN in this case a lot easier? Hahaha!,positive
" - u aint lost me, i`m right here",neutral
" Hope Ye Got Dem; Ur Site Is Amazing, I Got On Everyday; I Tryed My Own, & It Failed  Lol,",positive
"my laptop broke, who wants to help a girl out and take me to best buy this weekend. please ill feed u.",negative
"Excited!!! Trousers on their way from Topshop, should be here in a couple of days",positive
got woken up early AGAIN  I kinda wana just chill today but there`s so much to do!,negative
"On way to the wimbledon with  to watch star trek, IMAX baby",positive
" aw, gutted",negative
Ok so this shower has been calling my name for about an hour I think I`ll indulge & respond now while I allow Robin Thicke to serenade me,neutral
apple fritters are like the perfect after food...don`t you think?,positive
 I`m learning to,neutral
_radio yeah :S i feel all funny cause i haven`t slept enough  i woke my mum up cause i was singing she`s not impressed :S you?,negative
" babe  ive been aight, urselff?",positive
at work,neutral
"I told andrew that JT is going to cameo @ MTV movie awards. He said, 'he`s pissing me off.' guess they`re in a fight",negative
" actually, i really do. mostly when i forget to take off my makeup before bed",negative
Gud nite all...will catch you all again tomorrow,positive
 oh i like this idea,positive
"I`m so sleepy now...g`night! HAPPY MOTHER`S DAY to your Mother, Mama, Ma, Mommy (whatever you call them. LoL) from Mie!",positive
 who is ....lili homie...LILI.... and i am black  75% to be exact lol,neutral
Goodknight Twitterland! Happy Mother`s Day to all you blockhead mommas! Have a wonderful day!,positive
"Mom, where ever you are; Happy Mothers day",positive
is wishing good night everybody,positive
_M didnt get it clear,neutral
_berra happy bday stevie bee...and if u want followers u have to get a little more tweety  may babies r the best! i`m the 12th,positive
  de wereld need more ppl like you! ;),positive
Another loser: ****. I have lost the game more times today than any other day in history.  lost.. http://tinyurl.com/qa4cdv ( ...,negative
http://twitpic.com/4ws8w - Look who I brought home,neutral
"  it`s an app to finally face the truth: you lack time, and never be able to achieve all your goals in life?",negative
 - NOT A HEAP HEY. JUST BOUT TU HIT THE SACK. ITS 1.15AM HERE. I NEED SOMEONE TU CUDDLE. SUCKS  WBU.? X,negative
" **** straight you know what the game is, and if you`ve heard the tracks you`ll know why I`ve been rocking out",neutral
 piyaaa! hi. :] im hyper & im bored & im online & im going to find pictures for the noteboook.  still cant send messages. grr.,negative
_GANT popularity contest and they think twitter will help.... and it`s become trendy,neutral
People eight years my junior can`t understand most of my references,negative
whoops...  not  in my last tweet,neutral
 in my opinion one gray hair is one too many... I have way too many as well,negative
graandma`s houseee  i havee too leave now! <3,negative
Looking forward to the new week with the presentation of my book in a store in Dillingen today and some interesting sales seminars,positive
"so star trek pretty much rocked my life ... oh wait, it DID rock my life",positive
 Tell me about it! What is obvious in real life makes for great entertainment on TV  It is great to try and figure out the killer,positive
My phone is ultra fast now with all the latest firmware updates installed!,positive
 I think that normally we are drawn to people familiar or similar to us. The cougar thing is for some quick fun.,neutral
"http://twitpic.com/67mj4 - Yes, it is nice. Oh and Kevin`s shirtless too but you don`t see it as well",positive
 that`ll do it too,neutral
is in the costume shop cleaning and STARVING. Bring me food???,negative
" it is, and its shiny and if i could marry it i would.   ps. im good, you?",positive
"Um, why arent episodes 1-14 of Lost season 5 on abc?!  Good thing Im going to Vegas in the am to keep me distracted from this tragedy.",negative
 lololol i love kenan and kel its rocks soo hard and im watching it now..right now.,positive
 oh my god. i can`t do the end of the dance  *sob*,negative
 I should be asleep  trying to be...,neutral
watching 48 hours,neutral
wants see my friends  ;-) http://plurk.com/p/wxnwa,positive
is excited for tonight`s party of ron  http://plurk.com/p/sujth,positive
getting back from smackdown/ecw show,neutral
the apartment is starting to feel like mine.,positive
June gloom is upon us.,negative
Ben I Love yahh babe <333! i miss you hope to see u tomorrow  Mommy i love  you tomorrow happy mothers day! happy mother day to all moms!,positive
im determined to slarm around my house and eat egg sandwiches. and smoke a few bowls. sounds like a splendid evening to me,positive
" dont undrstand malaysian busays.just english,tagalog at waray only",neutral
" You`re welcome!  Math is really *not* my favorite thing but it`s also so useful, so...",positive
F1 & Star Trek...what a great Sunday,positive
Apparently today is Happy Star Wars day.  I`m suppose to say may the 4th be with you.,positive
Sorry if I`m confusing anyone. I keep forgetting to . The desktop Twitterific  is not so terrific  Very different from iPhone app.,negative
 I am in the `real world` which apparently involves a lot less twitter....  sorry!,neutral
Awesome beer pong party at my house in the yard tonight  going in when the sun is rising is officially B.A.,positive
is back to revision. Bye bye Hannah  <3,neutral
" What Makes Me Happy? My Daughter, My Family & Their Support, Money, Shopping, & Restaurants",positive
everything is going wrong in my ' happy day',negative
Doing uni work all weekend. Fun times,positive
You can`t even gift money away these days.  re: http://ff.im/3lqUx,negative
